   ,word       ,x                   ,y                   ,count,part_of_speech
137,love       ,4.636351585388184   ,-4.925806522369385  ,119  ,NN
138,haines     ,-15.635381698608398 ,2.554182291030884   ,56   ,NNP
139,going      ,7.979033946990967   ,-15.439820289611816 ,198  ,VBG
140,right      ,-9.083258628845215  ,-5.522802829742432  ,115  ,JJ
141,shoulder   ,3.4340522289276123  ,20.37285804748535   ,30   ,NN
142,’re        ,-6.505617141723633  ,-18.546520233154297 ,95   ,VBP
143,not        ,3.7037060260772705  ,-7.246124744415283  ,899  ,RB
144,gentleman  ,8.949776649475098   ,2.492673873901367   ,82   ,NN
145,god        ,8.361469268798828   ,-7.218473434448242  ,217  ,NNP
146,these      ,-10.330714225769043 ,-7.788183212280273  ,101  ,DT
147,bloody     ,10.361283302307129  ,-0.33586105704307556,101  ,JJ
148,money      ,7.678077220916748   ,4.215758323669434   ,105  ,NN
149,because    ,-2.6109819412231445 ,-11.690839767456055 ,215  ,IN
150,comes      ,21.412321090698242  ,2.547107219696045   ,62   ,VBZ
151,from       ,-2.615441083908081  ,3.875931978225708   ,1085 ,IN
152,know       ,-6.888309478759766  ,-16.401145935058594 ,154  ,VBP
153,have       ,-5.79912805557251   ,-19.89738655090332  ,374  ,VBP
154,real       ,0.34225353598594666 ,-6.487968444824219  ,30   ,JJ
155,ca         ,-5.550320625305176  ,-24.193843841552734 ,82   ,MD
156,make       ,-19.412311553955078 ,-12.659624099731445 ,149  ,VB
157,for        ,0.10402323305606842 ,-4.273416996002197  ,1925 ,IN
158,best       ,-0.5249157547950745 ,0.8872308731079102  ,91   ,JJS
159,-          ,14.957534790039062  ,3.9549622535705566  ,195  ,HYPH
160,—he        ,-17.795276641845703 ,11.90198802947998   ,50   ,NNP
161,night      ,12.650391578674316  ,8.025818824768066   ,228  ,NN
162,black      ,3.3971073627471924  ,13.836889266967773  ,128  ,JJ
163,where      ,5.606061935424805   ,-10.1858491897583   ,324  ,WRB
164,were       ,-6.167404651641846  ,-19.155460357666016 ,516  ,VBD
165,out        ,0.4253517687320709  ,-1.717877984046936  ,72   ,RB
166,man        ,8.13270092010498    ,1.5970652103424072  ,431  ,NN
167,do         ,-5.837894439697266  ,-23.867998123168945 ,334  ,VBP
168,know       ,-15.638848304748535 ,-14.313082695007324 ,168  ,VB
169,men        ,11.679034233093262  ,-2.564131021499634  ,151  ,NNS
170,’m         ,-9.264533996582031  ,-17.28398323059082  ,132  ,VBP
171,however    ,-3.485825300216675  ,-6.12150764465332   ,45   ,RB
172,am         ,-9.171661376953125  ,-17.266462326049805 ,154  ,VBP
173,off        ,-4.685723781585693  ,-3.7195446491241455 ,31   ,RB
174,hand       ,1.9848239421844482  ,19.59041976928711   ,293  ,NN
175,into       ,-7.089852333068848  ,-1.5852824449539185 ,330  ,IN
176,pocket     ,2.152017116546631   ,20.52573585510254   ,74   ,NN
177,us         ,7.447853088378906   ,-1.0909473896026611 ,251  ,PRP
178,hold       ,-17.94476318359375  ,-10.755001068115234 ,36   ,VB
179,by         ,-2.2743210792541504 ,4.543050765991211   ,1225 ,IN
180,corner     ,4.7583909034729     ,10.289081573486328  ,88   ,NN
181,new        ,0.5720310807228088  ,-9.409192085266113  ,143  ,JJ
182,art        ,9.6947603225708     ,-11.915014266967773 ,46   ,NN
183,our        ,10.388358116149902  ,-3.606278896331787  ,283  ,PRP$
184,irish      ,-2.371203899383545  ,8.93636703491211    ,78   ,JJ
185,almost     ,-0.8143511414527893 ,-0.3112255334854126 ,31   ,RB
186,again      ,-0.5253711342811584 ,4.295917987823486   ,244  ,RB
187,dublin     ,-4.247294902801514  ,8.041231155395508   ,124  ,NNP
188,fair       ,-17.105911254882812 ,-2.32733154296875   ,47   ,JJ
189,sea        ,-0.8210842609405518 ,5.22050666809082    ,95   ,NN
190,what       ,6.151377201080322   ,-10.953801155090332 ,798  ,WP
191,calls      ,-2.016207218170166  ,-15.597893714904785 ,34   ,VBZ
192,great      ,2.2059483528137207  ,-10.04645824432373  ,113  ,JJ
193,sweet      ,10.4068603515625    ,-19.845367431640625 ,64   ,JJ
194,mother     ,-4.865198135375977  ,15.501199722290039  ,118  ,NN
195,_          ,-7.335514545440674  ,8.350312232971191   ,1591 ,DT
196,ah         ,-3.3075456619262695 ,-9.227232933044434  ,72   ,UH
197,read       ,-14.96866512298584  ,-12.240158081054688 ,52   ,VB
198,them       ,7.552978038787842   ,-1.1584101915359497 ,671  ,PRP
199,she        ,4.811789512634277   ,-1.328860878944397  ,1198 ,PRP
200,look       ,-15.507706642150879 ,-10.945343017578125 ,140  ,VB
201,stood      ,19.72750473022461   ,5.137722015380859   ,87   ,VBD
202,water      ,3.4211058616638184  ,5.6920623779296875  ,119  ,NN
203,turned     ,18.879112243652344  ,4.373325824737549   ,126  ,VBD
204,grey       ,2.095160722732544   ,13.773077011108398  ,44   ,JJ
205,why        ,5.577756881713867   ,-10.825983047485352 ,178  ,WRB
206,wo         ,-5.592562675476074  ,-24.15930938720703  ,61   ,MD
207,let        ,-10.047995567321777 ,-20.474048614501953 ,155  ,VB
208,have       ,-16.736461639404297 ,-12.325701713562012 ,327  ,VB
209,anything   ,7.264944076538086   ,-2.2220804691314697 ,86   ,NN
210,her        ,5.946103572845459   ,-0.2094430923461914 ,567  ,PRP
211,—you       ,15.689261436462402  ,-3.473771572113037  ,32   ,NNS
212,could      ,-7.170034885406494  ,-23.984342575073242 ,386  ,MD
213,when       ,-3.4504077434539795 ,-12.278233528137207 ,548  ,WRB
214,dying      ,-5.096936225891113  ,17.31669807434082   ,33   ,VBG
215,asked      ,2.8604114055633545  ,-18.648582458496094 ,183  ,VBD
216,as         ,2.8994359970092773  ,-3.0867226123809814 ,177  ,RB
217,much       ,13.200053215026855  ,-16.814603805541992 ,78   ,RB
218,think      ,-16.621305465698242 ,-13.656879425048828 ,72   ,VB
219,her        ,4.868781566619873   ,0.8892783522605896  ,1216 ,PRP$
220,last       ,-4.503104209899902  ,-1.7413463592529297 ,174  ,JJ
221,breath     ,6.047094821929932   ,17.048778533935547  ,55   ,NN
222,pray       ,-8.091882705688477  ,22.315153121948242  ,30   ,VB
223,there      ,3.9415271282196045  ,-6.7688727378845215 ,347  ,EX
224,something  ,6.371674537658691   ,-3.274775981903076  ,177  ,NN
225,lovely     ,0.5078133344650269  ,-9.22397232055664   ,70   ,JJ
226,against    ,-2.652583360671997  ,2.939532518386841   ,128  ,IN
227,yet        ,3.596254825592041   ,-5.423101902008057  ,66   ,RB
228,heart      ,2.678673267364502   ,0.9258537888526917  ,120  ,NN
229,had        ,-4.932555675506592  ,-20.638858795166016 ,831  ,VBD
230,come       ,14.217618942260742  ,-7.281559467315674  ,31   ,VBN
231,after      ,-4.720113277435303  ,-1.68331778049469   ,390  ,IN
232,death      ,1.8963477611541748  ,4.935338497161865   ,84   ,NN
233,within     ,7.443481922149658   ,-13.192486763000488 ,40   ,IN
234,brown      ,-1.1145246028900146 ,20.15690040588379   ,55   ,JJ
235,upon       ,-2.3836326599121094 ,3.6597797870635986  ,130  ,IN
236,across     ,-8.491155624389648  ,-4.252211570739746  ,58   ,IN
237,saw        ,-0.04674863815307617,-21.752307891845703 ,158  ,VBD
238,beside     ,-3.143427848815918  ,1.3493568897247314  ,45   ,IN
239,green      ,2.9529223442077637  ,15.0941743850708    ,68   ,JJ
