   ,word      ,x                    ,y                    ,count,part_of_speech
181,him       ,-26.046154022216797  ,3.44844913482666     ,193  ,PRP
182,he        ,-25.390899658203125  ,1.9459418058395386   ,303  ,PRP
183,himself   ,-26.849958419799805  ,2.3659448623657227   ,42   ,PRP
184,his       ,-25.225204467773438  ,2.561630964279175    ,375  ,PRP$
185,own       ,-23.195409774780273  ,-8.471229553222656   ,128  ,JJ
186,great     ,-11.504061698913574  ,-20.635725021362305  ,159  ,JJ
187,pride     ,17.26239013671875    ,6.772902965545654    ,22   ,NN
188,future    ,-7.862039566040039   ,18.749744415283203   ,38   ,NN
189,thee      ,24.639108657836914   ,2.0768892765045166   ,47   ,NNP
190,old       ,24.842891693115234   ,-19.548046112060547  ,34   ,NNP
191,thou      ,23.85283660888672    ,-6.62211799621582    ,86   ,NNP
192,sweet     ,-21.263263702392578  ,-4.98344612121582    ,74   ,JJ
193,ages      ,15.704904556274414   ,-3.2375450134277344  ,32   ,NNS
194,strange   ,-23.15250015258789   ,-12.004348754882812  ,35   ,JJ
195,sad       ,10.812467575073242   ,-10.29452896118164   ,21   ,JJ
196,thee      ,-16.865510940551758  ,10.158547401428223   ,194  ,PRP
197,think     ,5.2361602783203125   ,20.090837478637695   ,45   ,VBP
198,through   ,-5.208774566650391   ,-9.326404571533203   ,261  ,IN
199,time      ,-3.311687707901001   ,5.370037078857422    ,145  ,NN
200,was       ,18.551572799682617   ,14.306572914123535   ,192  ,VBD
201,really    ,4.811193943023682    ,17.946428298950195   ,41   ,RB
202,these     ,6.5312652587890625   ,2.310845136642456    ,312  ,DT
203,march     ,-14.313821792602539  ,9.834418296813965    ,27   ,NN
204,o         ,22.517236709594727   ,7.935266971588135    ,49   ,NN
205,more      ,-9.247705459594727   ,31.13972282409668    ,133  ,RBR
206,stood     ,-10.420162200927734  ,-3.822059392929077   ,24   ,VBD
207,silently  ,7.67088508605957     ,0.11324889957904816  ,23   ,RB
208,waiting   ,-9.515942573547363   ,8.80748462677002     ,32   ,VBG
209,well      ,-7.053180694580078   ,-4.515005111694336   ,130  ,RB
210,around    ,7.800659656524658    ,-10.638510704040527  ,56   ,IN
211,come      ,21.196563720703125   ,14.681234359741211   ,109  ,VB
212,thousand  ,-20.697011947631836  ,5.229494571685791    ,41   ,CD
213,years     ,-3.8504767417907715  ,12.561606407165527   ,98   ,NNS
214,spirit    ,21.05702781677246    ,-4.012755870819092   ,39   ,NN
215,mine      ,13.74547004699707    ,9.843263626098633    ,33   ,PRP
216,eidolons  ,-24.18291664123535   ,16.04900550842285    ,20   ,NNS
217,passing   ,-22.628631591796875  ,-14.724079132080078  ,40   ,VBG
218,fields    ,3.1960322856903076   ,-21.53556251525879   ,66   ,NNS
219,art       ,-23.867673873901367  ,6.857416152954102    ,20   ,NN
220,in        ,16.196699142456055   ,-8.107688903808594   ,26   ,RP
221,thy       ,22.79043960571289    ,-7.684484481811523   ,189  ,PRP$
222,no        ,-5.276236534118652   ,27.651159286499023   ,45   ,RB
223,hour      ,-5.892930030822754   ,24.3617000579834     ,39   ,NN
224,parts     ,3.627937078475952    ,8.699968338012695    ,21   ,NNS
225,rest      ,-5.744705677032471   ,6.679601669311523    ,98   ,NN
226,light     ,-3.3879075050354004  ,-8.643745422363281   ,74   ,NN
227,growth    ,-2.6213173866271973  ,7.7369842529296875   ,20   ,NN
228,surely    ,16.363040924072266   ,11.468535423278809   ,28   ,RB
229,again     ,7.272222518920898    ,-1.6213141679763794  ,159  ,RB
230,materials ,-10.80775260925293   ,18.127262115478516   ,21   ,NNS
231,woman     ,5.576310157775879    ,-2.854783535003662   ,92   ,NN
232,known     ,0.9705272912979126   ,22.979753494262695   ,28   ,VBN
233,unknown   ,-0.9019168019294739  ,-4.72125244140625    ,31   ,JJ
234,solid     ,28.235137939453125   ,0.05404377728700638  ,24   ,JJ
235,an        ,14.159442901611328   ,-9.13796329498291    ,136  ,DT
236,human     ,-2.530153274536133   ,-6.020928382873535   ,28   ,JJ
237,thought   ,16.93852424621582    ,-0.18752269446849823 ,42   ,NN
238,out       ,2.2784149646759033   ,1.6083214282989502   ,101  ,RP
239,whole     ,-14.498071670532227  ,12.827239990234375   ,40   ,JJ
240,small     ,-21.760286331176758  ,-18.035188674926758  ,29   ,JJ
241,up        ,-9.350960731506348   ,-3.52998685836792    ,151  ,RP
242,modern    ,-1.637216567993164   ,34.71884536743164    ,29   ,JJ
243,still     ,-9.417901992797852   ,14.1746244430542     ,69   ,RB
244,teeming   ,-4.71305513381958    ,8.181899070739746    ,21   ,VBG
245,only      ,7.781450271606445    ,16.987863540649414   ,152  ,RB
246,past      ,-7.441343784332275   ,7.738447666168213    ,56   ,NN
247,’         ,-7.587703704833984   ,-17.629276275634766  ,56   ,POS
248,mountains ,-10.148530960083008  ,-22.670480728149414  ,36   ,NNS
249,rocks     ,-7.239008903503418   ,-20.01133155822754   ,24   ,NNS
250,born      ,-10.402926445007324  ,11.44780445098877    ,36   ,VBN
251,living    ,-10.369901657104492  ,13.295337677001953   ,20   ,VBG
252,leave     ,15.59860897064209    ,28.79429054260254    ,25   ,VB
253,birth     ,21.516326904296875   ,1.1880203485488892   ,24   ,NN
254,shape     ,-1.975574016571045   ,-11.36795425415039   ,36   ,NN
255,mighty    ,6.379175662994385    ,-7.996747016906738   ,33   ,JJ
256,earth     ,-5.184370040893555   ,2.531878709793091    ,235  ,NN
257,space     ,-4.668376445770264   ,-24.36362648010254   ,41   ,NN
258,stars     ,4.952776908874512    ,-16.989093780517578  ,73   ,NNS
259,longer    ,-14.0881929397583    ,5.581195831298828    ,20   ,RBR
260,fill’d    ,-27.87043571472168   ,14.135943412780762   ,23   ,NN
261,rivers    ,-16.50428581237793   ,-18.238706588745117  ,32   ,NNS
262,countless ,1.4679094552993774   ,-23.006624221801758  ,30   ,JJ
263,free      ,-14.918190956115723  ,8.03994083404541     ,51   ,JJ
264,true      ,7.5950703620910645   ,21.49416732788086    ,48   ,JJ
265,they      ,6.3987555503845215   ,12.323431015014648   ,479  ,PRP
266,beyond    ,-12.327821731567383  ,15.775827407836914   ,47   ,IN
267,shall     ,12.879961013793945   ,25.87078094482422    ,256  ,MD
268,been      ,-10.734343528747559  ,8.805423736572266    ,60   ,VBN
269,themselves,5.922433376312256    ,11.637092590332031   ,63   ,PRP
270,god       ,9.30227279663086     ,23.15021324157715    ,73   ,NNP
271,thy       ,22.921058654785156   ,-9.113058090209961   ,26   ,NNP
272,within    ,2.667266845703125    ,3.072272300720215    ,51   ,IN
273,myself    ,12.653209686279297   ,18.805370330810547   ,185  ,PRP
274,no        ,-1.725763201713562   ,20.173187255859375   ,231  ,DT
275,sing      ,15.10584831237793    ,18.260513305664062   ,55   ,VB
276,none      ,-3.30324649810791    ,22.080644607543945   ,56   ,NN
277,rising    ,-26.627696990966797  ,-23.325233459472656  ,36   ,VBG
278,round     ,-5.23280668258667    ,-1.0470141172409058  ,21   ,JJ
279,tree      ,-16.814716339111328  ,-20.929428100585938  ,26   ,NN
280,out       ,-1.0878536701202393  ,-6.042065143585205   ,155  ,IN
281,make      ,13.135560035705566   ,17.507919311523438   ,61   ,VB
282,law       ,-9.11285400390625    ,16.450456619262695   ,29   ,NN
283,when      ,16.126708984375      ,2.1511433124542236   ,125  ,WRB
284,dead      ,-0.7816651463508606  ,1.3863714933395386   ,92   ,JJ
285,gone      ,9.600605010986328    ,-0.7301951050758362  ,37   ,VBN
286,if        ,12.19575309753418    ,15.208657264709473   ,133  ,IN
287,why       ,3.2783215045928955   ,18.453128814697266   ,46   ,WRB
288,even      ,-11.373268127441406  ,3.8779494762420654   ,57   ,RB
289,often     ,3.1137149333953857   ,22.736251831054688   ,26   ,RB
290,nothing   ,0.9578266143798828   ,18.492128372192383   ,103  ,NN
291,real      ,3.136962890625       ,8.007462501525879    ,49   ,JJ
292,few       ,-23.74009132385254   ,20.178226470947266   ,33   ,JJ
293,first     ,-11.871216773986816  ,-0.24110759794712067 ,33   ,JJ
294,much      ,6.120737552642822    ,7.278335094451904    ,40   ,RB
295,forms     ,-0.13111257553100586 ,-3.297168254852295   ,27   ,NNS
296,go        ,11.912199020385742   ,12.494839668273926   ,57   ,VB
297,how       ,19.898719787597656   ,17.204330444335938   ,230  ,WRB
298,people    ,2.471282720565796    ,-5.07196569442749    ,35   ,NNS
299,know      ,19.199357986450195   ,24.61762809753418    ,52   ,VB
300,times     ,-2.4183318614959717  ,9.982763290405273    ,30   ,NNS
301,same      ,7.4054107666015625   ,8.776030540466309    ,103  ,JJ
302,must      ,11.989645957946777   ,25.81777572631836    ,67   ,MD
303,states    ,7.915228366851807    ,3.7952752113342285   ,52   ,NNPS
304,city      ,-17.1003360748291    ,12.67708683013916    ,86   ,NN
305,once      ,-11.995762825012207  ,13.164093971252441   ,48   ,RB
306,states    ,-2.76094651222229    ,-2.5435266494750977  ,21   ,NNP
307,henceforth,14.199884414672852   ,30.092985153198242   ,28   ,RB
308,lovers    ,9.315402030944824    ,11.019522666931152   ,33   ,NNS
309,do        ,-53.412601470947266  ,13.244366645812988   ,214  ,VBP
310,much      ,5.314411163330078    ,8.138492584228516    ,44   ,JJ
311,pass      ,3.6325602531433105   ,-10.553433418273926  ,46   ,VBP
312,north     ,-17.136863708496094  ,-15.313570976257324  ,30   ,NNP
313,equal     ,-10.03829574584961   ,21.21538734436035    ,22   ,JJ
314,each      ,-5.439685344696045   ,13.122867584228516   ,143  ,DT
315,men       ,2.024637460708618    ,-6.747926712036133   ,197  ,NNS
316,women     ,-25.768617630004883  ,-5.982019424438477   ,102  ,NNS
317,hear      ,-13.972681999206543  ,3.591087579727173    ,26   ,VB
318,pass      ,26.149126052856445   ,14.762495040893555   ,37   ,VB
319,just      ,7.088152885437012    ,6.6886677742004395   ,77   ,RB
320,take      ,20.581912994384766   ,20.008310317993164   ,42   ,VB
321,freedom   ,24.046871185302734   ,5.0593180656433105   ,22   ,NN
322,race      ,-2.8954861164093018  ,3.5918657779693604   ,50   ,NN
323,see       ,-13.79621696472168   ,-9.351126670837402   ,306  ,VBP
324,nature    ,-1.3952349424362183  ,-0.8663495779037476  ,50   ,NNP
325,things    ,-0.2979573607444763  ,11.361413955688477   ,72   ,NNS
326,silent    ,-8.966552734375      ,-8.204318046569824   ,61   ,JJ
327,thought   ,10.099939346313477   ,20.543092727661133   ,28   ,VBD
328,toward    ,-3.9478180408477783  ,-3.5239248275756836  ,83   ,IN
329,river     ,-13.47491455078125   ,-25.418607711791992  ,39   ,NN
330,woods     ,-10.122282981872559  ,-16.772634506225586  ,58   ,NNS
331,animals   ,-12.59899616241455   ,-21.887571334838867  ,29   ,NNS
332,look      ,-16.074827194213867  ,4.573723793029785    ,24   ,VBP
333,close     ,6.363419532775879    ,-10.465871810913086  ,34   ,RB
334,always    ,-0.6913332939147949  ,7.394968509674072    ,72   ,RB
335,most      ,25.969633102416992   ,21.842910766601562   ,38   ,RBS
336,persons   ,3.230736494064331    ,-8.128592491149902   ,35   ,NNS
337,father    ,-8.579646110534668   ,-5.146131992340088   ,36   ,NN
338,going     ,12.932833671569824   ,-21.968948364257812  ,27   ,VBG
339,children  ,0.810062825679779    ,-6.7188615798950195  ,67   ,NNS
340,along     ,-11.824870109558105  ,-27.598989486694336  ,53   ,IN
341,breast    ,2.643434524536133    ,-16.841745376586914  ,46   ,NN
342,forward   ,-8.566625595092773   ,2.0124897956848145   ,28   ,RB
343,hear      ,-13.391290664672852  ,-9.49400520324707    ,111  ,VBP
344,those     ,2.0727248191833496   ,-8.211687088012695   ,186  ,DT
345,one       ,23.065200805664062   ,12.55726432800293    ,77   ,NN
346,singing   ,6.950520992279053    ,-22.787416458129883  ,42   ,VBG
347,strong    ,-5.69905948638916    ,-5.930818557739258   ,89   ,JJ
348,ready     ,-12.485719680786133  ,10.289484024047852   ,23   ,JJ
349,work      ,-1.9045411348342896  ,-3.6251981258392334  ,67   ,NN
350,off       ,-11.840662956237793  ,-5.593971252441406   ,50   ,RP
351,boat      ,-5.697220325469971   ,-11.068721771240234  ,21   ,NN
352,stands    ,8.540082931518555    ,-18.00288200378418   ,24   ,VBZ
353,wood      ,-9.272151947021484   ,-9.821850776672363   ,24   ,NN
354,way       ,-4.035037994384766   ,-7.178710460662842   ,53   ,NN
355,morning   ,-20.332029342651367  ,-7.376572132110596   ,30   ,NN
356,mother    ,-19.448230743408203  ,-0.06186041980981827 ,78   ,NN
357,wife      ,-14.93822956085205   ,-0.962962806224823   ,29   ,NN
358,her       ,-17.582128524780273  ,27.671751022338867   ,50   ,PRP
359,else      ,-5.855506420135498   ,20.01558494567871    ,47   ,RB
360,friendly  ,2.3146779537200928   ,-9.28327751159668    ,20   ,JJ
361,open      ,-17.451812744140625  ,-31.041231155395508  ,44   ,JJ
362,place     ,-27.67934799194336   ,5.62108039855957     ,67   ,NN
363,foot      ,0.9771645069122314   ,-15.733327865600586  ,26   ,NN
364,though    ,-7.042764663696289   ,16.554462432861328   ,23   ,IN
365,made      ,12.438042640686035   ,7.918234348297119    ,20   ,VBN
366,fire      ,-6.259151935577393   ,-8.968159675598145   ,37   ,NN
367,doors     ,14.66175651550293    ,-18.18561363220215   ,21   ,NNS
368,proud     ,-32.031951904296875  ,1.9848875999450684   ,25   ,JJ
369,which     ,-4.343550682067871   ,16.17005157470703    ,87   ,WDT
370,well      ,-6.599126815795898   ,-1.935494303703308   ,25   ,JJ
371,words     ,-12.603177070617676  ,7.308206081390381    ,91   ,NNS
372,thing     ,-1.7713863849639893  ,17.472904205322266   ,55   ,NN
373,new       ,-5.403038024902344   ,34.724002838134766   ,80   ,JJ
374,two       ,-17.77288818359375   ,-10.51025390625      ,72   ,CD
375,moment    ,-17.574867248535156  ,7.068819999694824    ,40   ,NN
376,back      ,12.725638389587402   ,-3.8173744678497314  ,74   ,RB
377,darkness  ,-7.532723903656006   ,-8.672685623168945   ,29   ,NN
378,without   ,-5.004068374633789   ,18.122787475585938   ,69   ,IN
379,look      ,-17.966154098510742  ,7.450477123260498    ,25   ,NN
380,face      ,-20.559789657592773  ,-11.259563446044922  ,121  ,NN
381,leaving   ,0.6677356362342834   ,-9.994592666625977   ,21   ,VBG
382,love      ,12.200592994689941   ,21.255172729492188   ,74   ,VBP
383,1         ,-28.493396759033203  ,-4.18329381942749    ,35   ,CD
384,lover     ,-14.791816711425781  ,22.326854705810547   ,25   ,NN
385,soldier   ,-6.851116180419922   ,0.6760694980621338   ,22   ,NN
386,home      ,0.44839900732040405  ,-17.559890747070312  ,26   ,NN
