    ,word          ,x                    ,y                    ,count
0   ,fairest       ,2.885664463043213    ,-15.549212455749512  ,47
1   ,creatures     ,8.146201133728027    ,2.2077932357788086   ,46
2   ,desire        ,-12.765710830688477  ,13.51713752746582    ,268
3   ,increase      ,-0.5580014586448669  ,12.575202941894531   ,32
4   ,beauty        ,0.9708172678947449   ,24.370447158813477   ,283
5   ,rose          ,33.705875396728516   ,34.88410186767578    ,80
6   ,might         ,-40.565704345703125  ,-22.473047256469727  ,561
7   ,never         ,-24.913434982299805  ,2.5169975757598877   ,1139
8   ,die           ,-40.251312255859375  ,29.253076553344727   ,519
9   ,time          ,22.531625747680664   ,11.952235221862793   ,1143
10  ,tender        ,4.016622066497803    ,-10.083869934082031  ,160
11  ,heir          ,6.4960222244262695   ,27.315248489379883   ,109
12  ,bear          ,-31.75478744506836   ,36.06086730957031    ,565
13  ,memory        ,20.194671630859375   ,22.758193969726562   ,61
14  ,thou          ,7.524928569793701    ,-15.905365943908691  ,5882
15  ,thine         ,-54.91394805908203   ,-5.390064716339111   ,501
16  ,bright        ,4.464374542236328    ,-12.493999481201172  ,92
17  ,eyes          ,16.06752586364746    ,44.9690055847168     ,806
18  ,feed          ,-19.807201385498047  ,32.174320220947266   ,91
19  ,st            ,37.690704345703125   ,-17.385896682739258  ,581
20  ,thy           ,-53.750282287597656  ,-2.4636707305908203  ,4359
21  ,light         ,13.985564231872559   ,1.662251591682434    ,318
22  ,making        ,53.306880950927734   ,-5.144054889678955   ,91
23  ,lies          ,49.75001525878906    ,-11.23656940460205   ,271
24  ,self          ,14.539466857910156   ,31.138307571411133   ,149
25  ,foe           ,22.062013626098633   ,24.40984535217285    ,74
26  ,sweet         ,2.7893667221069336   ,-18.8504638671875    ,859
27  ,cruel         ,0.7153564095497131   ,-8.912003517150879   ,72
28  ,art           ,38.829952239990234   ,-11.984766006469727  ,994
29  ,world         ,21.553857803344727   ,10.68751335144043    ,701
30  ,fresh         ,5.03227424621582     ,-10.859947204589844  ,102
31  ,herald        ,16.59324836730957    ,-18.957950592041016  ,70
32  ,spring        ,19.914419174194336   ,2.9521896839141846   ,74
33  ,within        ,-32.20157241821289   ,-6.468925476074219   ,480
34  ,content       ,-23.15998077392578   ,-21.430734634399414  ,176
35  ,waste         ,0.8488867878913879   ,12.197287559509277   ,50
36  ,pity          ,-10.963114738464355  ,18.02167510986328    ,234
37  ,else          ,-25.265478134155273  ,-3.7870004177093506  ,449
38  ,eat           ,-23.673166275024414  ,48.041202545166016   ,150
39  ,due           ,-6.869200706481934   ,5.859936237335205    ,85
40  ,grave         ,24.50586700439453    ,24.201353073120117   ,199
41  ,thee          ,-54.869998931884766  ,7.657618045806885    ,3390
42  ,forty         ,-54.60086441040039   ,-14.422367095947266  ,31
43  ,shall         ,-40.78487777709961   ,-20.790231704711914  ,3852
44  ,brow          ,28.157657623291016   ,39.53474807739258    ,83
45  ,deep          ,-7.1210408210754395  ,-10.953774452209473  ,163
46  ,field         ,30.1939697265625     ,14.06400203704834    ,211
47  ,youth         ,7.113812446594238    ,20.027883529663086   ,304
48  ,proud         ,-6.410681247711182   ,-3.9625749588012695  ,227
49  ,small         ,-5.214010715484619   ,-15.40766716003418   ,100
50  ,worth         ,-5.250145435333252   ,1.2917289733886719   ,231
51  ,held          ,-27.173261642456055  ,-33.422630310058594  ,91
52  ,treasure      ,20.858776092529297   ,18.69803810119629    ,63
53  ,lusty         ,-12.599907875061035  ,-9.486069679260254   ,39
54  ,days          ,22.404088973999023   ,6.909576892852783    ,207
55  ,say           ,-34.52548599243164   ,20.994009017944336   ,1813
56  ,shame         ,-7.216994285583496   ,19.73961067199707    ,353
57  ,praise        ,-20.130531311035156  ,24.001651763916016   ,191
58  ,much          ,-20.047639846801758  ,4.183077335357666    ,1096
59  ,use           ,-31.377666473388672  ,28.243982315063477   ,350
60  ,couldst       ,37.54303741455078    ,-15.293611526489258  ,32
61  ,answer        ,-19.623149871826172  ,25.688678741455078   ,416
62  ,fair          ,3.3586342334747314   ,-14.988727569580078  ,844
63  ,child         ,25.93578338623047    ,-15.834978103637695  ,263
64  ,mine          ,-54.91138458251953   ,-5.3804779052734375  ,1266
65  ,sum           ,21.44268798828125    ,21.44487762451172    ,58
66  ,count         ,15.994759559631348   ,7.0998430252075195   ,116
67  ,make          ,-32.92416000366211   ,34.336517333984375   ,1788
68  ,old           ,-43.22185134887695   ,11.979654312133789   ,746
69  ,excuse        ,-25.924388885498047  ,25.977087020874023   ,88
70  ,new           ,1.1010979413986206   ,-3.1191599369049072  ,221
71  ,made          ,-28.672693252563477  ,-32.61085891723633   ,899
72  ,see           ,-35.124977111816406  ,28.37656593322754    ,1558
73  ,blood         ,22.055776596069336   ,1.003172516822815    ,691
74  ,warm          ,-3.2684338092803955  ,-6.46863317489624    ,51
75  ,feel          ,-27.218507766723633  ,22.39369773864746    ,110
76  ,cold          ,-3.5794146060943604  ,-7.3757758140563965  ,224
77  ,look          ,-19.352285385131836  ,33.432132720947266   ,916
78  ,glass         ,19.417919158935547   ,7.42067289352417     ,71
79  ,tell          ,-30.957035064697266  ,31.769445419311523   ,1123
80  ,face          ,28.019346237182617   ,39.224273681640625   ,482
81  ,form          ,-2.920292377471924   ,8.067598342895508    ,111
82  ,another       ,-46.88922119140625   ,-12.254512786865234  ,539
83  ,whose         ,-52.491092681884766  ,-1.3892567157745361  ,699
84  ,repair        ,-29.956932067871094  ,30.578134536743164   ,48
85  ,dost          ,37.293392181396484   ,-16.491609573364258  ,448
86  ,mother        ,15.509371757507324   ,34.34147644042969    ,384
87  ,womb          ,18.98925018310547    ,28.914716720581055   ,58
88  ,fond          ,-0.9825724959373474  ,-12.94766902923584   ,64
89  ,tomb          ,25.865581512451172   ,22.91640853881836    ,54
90  ,stop          ,-27.235504150390625  ,44.2677116394043     ,108
91  ,calls         ,53.974544525146484   ,-12.6708984375       ,101
92  ,back          ,-36.22767639160156   ,0.2521505057811737   ,352
93  ,lovely        ,4.0035481452941895   ,-15.843077659606934  ,57
94  ,age           ,5.526179790496826    ,21.265644073486328   ,226
95  ,shalt         ,36.290435791015625   ,-16.325542449951172  ,320
96  ,despite       ,-10.3677339553833    ,24.767520904541016   ,57
97  ,golden        ,19.56678581237793    ,2.5762274265289307   ,106
98  ,live          ,-40.230342864990234  ,29.242849349975586   ,554
99  ,single        ,-29.588014602661133  ,-8.103652000427246   ,61
100 ,image         ,13.356285095214844   ,28.37909698486328    ,55
101 ,dies          ,50.16603088378906    ,-13.062454223632812  ,102
102 ,spend         ,-31.299110412597656  ,28.186206817626953   ,75
103 ,upon          ,-36.987281799316406  ,-4.950607776641846   ,1862
104 ,nature        ,-2.5456531047821045  ,17.253690719604492   ,402
105 ,gives         ,57.1675910949707     ,-11.630424499511719  ,159
106 ,nothing       ,-22.49722671508789   ,-1.380691409111023   ,678
107 ,doth          ,60.30693817138672    ,-9.015865325927734   ,1081
108 ,lend          ,-36.48263168334961   ,38.85909652709961    ,114
109 ,free          ,-14.207884788513184  ,-1.5687508583068848  ,201
110 ,beauteous     ,3.5087292194366455   ,-14.784422874450684  ,44
111 ,abuse         ,-11.099311828613281  ,10.789667129516602   ,55
112 ,given         ,-28.20841407775879   ,-31.77836036682129   ,202
113 ,give          ,-36.288902282714844  ,38.82160186767578    ,1427
114 ,great         ,-7.32050895690918    ,-14.833645820617676  ,968
115 ,yet           ,-16.33709144592285   ,-6.425234317779541   ,1757
116 ,canst         ,36.61438751220703    ,-15.694686889648438  ,191
117 ,alone         ,-15.563612937927246  ,-7.504326820373535   ,257
118 ,gone          ,-19.5712833404541    ,-26.840442657470703  ,496
119 ,leave         ,-1.2883484363555908  ,39.486351013183594   ,702
120 ,must          ,-40.778778076171875  ,-20.248802185058594  ,1639
121 ,lives         ,48.710845947265625   ,-12.214423179626465  ,224
122 ,th            ,-41.62983703613281   ,-6.31033182144165    ,1053
123 ,hours         ,22.41389274597168    ,6.791876316070557    ,148
124 ,gentle        ,2.8561527729034424   ,-18.8143253326416    ,397
125 ,work          ,1.3089160919189453   ,14.727832794189453   ,192
126 ,frame         ,-24.118396759033203  ,29.314800262451172   ,49
127 ,gaze          ,-18.99949073791504   ,33.60755157470703    ,31
128 ,every         ,-46.059608459472656  ,-12.42734432220459   ,521
129 ,eye           ,26.752412796020508   ,39.05377197265625    ,500
130 ,dwell         ,-38.03605651855469   ,32.9580192565918     ,48
131 ,play          ,-12.212099075317383  ,34.36248016357422    ,339
132 ,fairly        ,-31.910539627075195  ,-16.557165145874023  ,47
133 ,leads         ,-47.00287628173828   ,25.136144638061523   ,32
134 ,summer        ,25.278919219970703   ,-1.8913520574569702  ,84
135 ,winter        ,25.30760383605957    ,-2.068577289581299   ,66
136 ,leaves        ,53.37704086303711    ,-9.195926666259766   ,79
137 ,quite         ,-10.896886825561523  ,3.405744791030884    ,89
138 ,left          ,-28.947614669799805  ,-33.723846435546875  ,271
139 ,prisoner      ,22.355424880981445   ,24.08424949645996    ,88
140 ,walls         ,31.328792572021484   ,19.620315551757812   ,86
141 ,effect        ,-7.952053070068359   ,12.052142143249512   ,75
142 ,remembrance   ,10.448598861694336   ,26.609224319458008   ,64
143 ,flowers       ,15.334775924682617   ,2.52134370803833     ,73
144 ,though        ,-24.572200775146484  ,-7.204133987426758   ,688
145 ,meet          ,-24.519939422607422  ,37.5076789855957     ,329
146 ,show          ,-32.218204498291016  ,30.848560333251953   ,473
147 ,substance     ,5.692192077636719    ,13.165867805480957   ,42
148 ,still         ,-16.83115577697754   ,-7.8281683921813965  ,637
149 ,let           ,-37.58210372924805   ,-13.825024604797363  ,2346
150 ,hand          ,27.169509887695312   ,34.11570358276367    ,910
151 ,ere           ,-25.606510162353516  ,-8.838665962219238   ,398
152 ,place         ,17.094804763793945   ,17.920991897583008   ,494
153 ,pay           ,-30.93720817565918   ,33.4907112121582     ,153
154 ,willing       ,-15.35982894897461   ,-11.577058792114258  ,42
155 ,breed         ,-24.29878807067871   ,29.12489128112793    ,57
156 ,ten           ,-54.9320182800293    ,-14.877192497253418  ,160
157 ,times         ,21.805042266845703   ,7.547819137573242    ,220
158 ,one           ,-47.04092025756836   ,-12.26405143737793   ,1978
159 ,could         ,-40.8167724609375    ,-22.405376434326172  ,682
160 ,death         ,-2.2700841426849365  ,15.511274337768555   ,948
161 ,shouldst      ,37.16801452636719    ,-15.57380199432373   ,77
162 ,depart        ,-15.758102416992188  ,39.451236724853516   ,72
163 ,living        ,-14.99082088470459   ,-23.19390106201172   ,131
164 ,conquest      ,3.826246500015259    ,21.742708206176758   ,35
165 ,lo            ,48.657928466796875   ,-4.601830005645752   ,85
166 ,gracious      ,2.2094898223876953   ,-22.67061996459961   ,196
167 ,burning       ,26.381061553955078   ,3.9237606525421143   ,55
168 ,head          ,28.085363388061523   ,34.84221649169922    ,546
